instance	class	skosConcept	skosConceptScheme	ontology	ontology vann:namespace	instance namespace	instance is in ontology namespace	class is scheme	class is in ontology namespace
http://purl.org/toco/	-	-	-	http://purl.org/toco/	http://purl.org/toco/	http://purl.org/toco/	true	false	false
