instance	class	skos	ontology	ontology vann:namespace
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#GSM_MSISDN	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerAddressType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#IPv4	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerAddressType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#IPv6	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerAddressType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#EDGE	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#GPRS	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#CSD	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#HSCSD	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#SMS_BearerType	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#UMTS_VideoBearer	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#USSD	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#BearerType	0	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#
