instance	class	skos	ontology	ontology vann:namespace	instance namespace
http://www.gsi.dit.upm.es/ontologies/marl/ns#Negative	http://www.gsi.dit.upm.es/ontologies/marl/ns#Polarity	false	http://www.gsi.dit.upm.es/ontologies/marl/ns	http://www.gsi.dit.upm.es/ontologies/marl/ns#	http://www.gsi.dit.upm.es/ontologies/marl/ns#
http://www.gsi.dit.upm.es/ontologies/marl/ns#Neutral	http://www.gsi.dit.upm.es/ontologies/marl/ns#Polarity	false	http://www.gsi.dit.upm.es/ontologies/marl/ns	http://www.gsi.dit.upm.es/ontologies/marl/ns#	http://www.gsi.dit.upm.es/ontologies/marl/ns#
http://www.gsi.dit.upm.es/ontologies/marl/ns#Positive	http://www.gsi.dit.upm.es/ontologies/marl/ns#Polarity	false	http://www.gsi.dit.upm.es/ontologies/marl/ns	http://www.gsi.dit.upm.es/ontologies/marl/ns#	http://www.gsi.dit.upm.es/ontologies/marl/ns#
