instance	class	skos	ontology	ontology vann:namespace	instance namespace
http://purl.org/dc/terms/Agent	http://purl.org/dc/terms/AgentClass	0	http://purl.org/dc/terms/	http://purl.org/dc/terms/	http://purl.org/dc/terms/
